Date,Open,High,Low,Close,Volume,Adj Close
2011-11-15,103.50,103.55,95.15,95.65,5320300,44.995
2011-11-14,115.90,115.90,103.50,104.20,2897400,49.017
2011-11-11,118.80,120.00,110.05,111.25,4448000,52.334
2011-11-09,121.50,122.30,117.25,118.80,7432500,55.885
2011-11-08,128.90,128.90,122.55,123.00,3554400,57.861
2011-11-04,128.35,130.00,126.55,128.30,1027800,60.354
2011-11-03,129.15,130.20,126.00,127.40,618700,59.931
2011-11-02,129.00,131.65,128.50,129.20,869700,60.778
2011-11-01,128.20,132.80,127.00,130.10,1795000,61.201
2011-10-31,128.60,130.40,127.00,128.20,674300,60.307
2011-10-28,125.05,129.80,125.05,128.55,1868700,60.472
2011-10-26,122.20,124.75,122.20,123.95,276200,58.308
2011-10-25,125.40,127.40,120.20,121.20,1788100,57.014
2011-10-24,122.00,124.60,121.85,122.85,810800,57.791
2011-10-21,126.35,126.50,121.60,122.00,1005800,57.391
2011-10-20,126.80,127.00,124.10,125.40,813700,58.99
2011-10-19,125.60,127.95,125.60,127.25,780700,59.86
2011-10-18,125.05,126.70,123.10,125.25,1115600,58.92
2011-10-17,129.70,129.75,125.85,126.20,1029500,59.366
2011-10-14,130.35,133.50,127.55,128.15,1792300,60.284
2011-10-13,137.40,137.40,131.20,132.65,1170000,62.401
2011-10-12,130.45,136.00,130.25,135.35,3142700,63.671
2011-10-11,129.15,132.60,127.00,129.00,2418000,60.684
2011-10-10,121.65,128.40,120.85,127.45,2622900,59.954
2011-10-07,119.50,123.70,119.25,120.45,1219600,56.662
2011-10-05,120.10,121.70,118.05,118.50,1140300,55.744
2011-10-04,120.70,121.90,118.00,119.20,1334400,56.074
2011-10-03,123.60,125.00,119.00,120.70,1447700,56.779
2011-09-30,129.00,129.80,123.50,124.05,1678000,58.355
2011-09-29,127.40,131.50,123.00,129.25,2645300,60.801
2011-09-28,131.10,131.95,125.25,126.35,1636800,59.437
2011-09-27,130.70,132.40,130.00,130.40,1340900,61.342
2011-09-26,134.00,134.40,127.40,128.25,2100500,60.331
2011-09-23,135.50,136.75,130.70,132.40,1652000,62.283
2011-09-22,139.55,140.50,133.80,135.70,2530700,63.835
2011-09-21,143.70,144.50,140.25,142.80,1746000,67.175
2011-09-20,138.70,144.90,136.50,143.75,2425200,67.622
2011-09-19,134.00,141.55,133.80,137.60,2642400,64.729
2011-09-16,134.00,138.50,128.35,135.30,3268900,63.647
2011-09-15,131.80,132.45,128.10,130.30,1421300,61.295
2011-09-14,130.50,132.35,127.15,130.75,1513200,61.507
2011-09-13,131.50,134.40,128.80,130.35,2430100,61.319
2011-09-12,130.30,133.00,129.80,131.40,1589200,61.813
